bug ID,product,summary,description,component,priority,unknown_1,unknown_2,resolution,severity
199222,Calendar,remov calendar topbar mozilla org mozilla chrome calendar skin class ,user ag mozilla window window nt en u rv a gecko build identifi mozilla window window nt en u rv a gecko classic icon upper left file need reproduc step reproduc ,Sunbird Only,--,mikeypotter,Lil46john mikeypotter reed ,FIXED,minor
199426,Calendar,hilit select day week view ,user ag mozilla window window nt en u rv gecko build identifi mozilla window window nt en u rv gecko select day hilit week view account hilight reproduc step reproduc ,Sunbird Only,--,mikeypotter,belhaire belhaire mikeypotter reed ,FIXED,minor
199449,Calendar,multiweek view s layout line view ,week column space text indic week display margin top bottom left multiweek box ,Sunbird Only,--,mikeypotter,andre belhaire belhaire mikeypotter belhaire mikeypotter bugzilla reed ,FIXED,minor
199772,Calendar,ca type note box task event ,user ag mozilla window window nt en u rv a gecko build identifi mozilla window window nt en u rv a gecko ca type note box anymor reproduc step reproduc event task type note actual result underlin thing move expect result type ,General,--,mikeypotter,Lil46john opitz.michael mozilla marco brokensoul mikeypotter paul jhender buckett paul buckett buckett mikeypotter mikeypotter paul buckett reed ,FIXED,major
199804,SeaMonkey,unprofession error messag download fail ,user ag mozilla window window nt en u rv gecko build identifi mozilla window window nt en u rv gecko download fail specif reason success reproduc error messag display user error messag download fail reason ad comfort phrase unprofession screen interfac hall shame websit e g idiot easi spot exact locat messag string i n readi equival mozilla code reproduc reproduc step reproduc expect result mozilla display bore professionally phras error messag ,Download & File Handling,--,bugzilla,oded joshbirnbaum-mozil oded jg307 alex alex joshbirnbaum-mozil bugzilla cbiesinger bugzilla bzbarsky bugzilla ,FIXED,trivial
199906,Calendar,latest mozilla jumpi calendar display ,user ag mozilla window window nt en u rv a gecko build identifi mozilla window window nt en u rv a gecko mozilla window window nt en u rv a gecko calendar xpi instal today time load calendar instal display appear jitteri point unus specif frame display current event month view resiz in in back month view rescal match real ugli file bug calendar problem happen visit unrel site http cygwin com faq frame quirk mode curious upper frame tini compar lower frame thought meat upper relat link show lower frame grab frame divid drag reason made penni drop open calendar play bat the goph move frame divid grab pull inch voila display stabil big upper frame need show fine s theori layout bug affect frame size scale calendar doess bad handl condit caus m assum cyclic resiz caus calendar frame site stabl unsightli reproduc step reproduc suspect activ calendar holiday etc upper current event frame coupl line content instal mozilla trunk win instal calendar xpi actual result jumpi display note ve classifi minor workaround simpl s obviou ,Sunbird Only,--,mikeypotter,superbiskit superbiskit mikeypotter mikeypotter keebz belhaire belhaire mikeypotter mikeypotter belhaire belhaire bugzilla jku reed ,FIXED,minor
200012,Calendar,autopublish calendar webdav server work ,user ag mozilla x linux i en u rv gecko debian build identifi mozilla x linux i en u rv gecko debian ad event task calendar manuali publish webdav server verifi window linux build automaticali ad event reproduc step reproduc add event watch apach access log hand put afterward open calendar tab highlight calendar right click choos publish entir calendar apach log show put actual result expect result step show put apach access log event ad calendar perform order date overwrit file major bug peopl forget publish calendar refresh event disapear ,General,--,mostafah,rob morris50 brant mikeypotter k_b0000 jasilva morris50 jon jbarwick gemery hannes nils mik77 brown mostafah mostafah mostafah mostafah mostafah mostafah mostafah reed ,FIXED,major
200070,Calendar,instal linux problem ,user ag mozilla x linux i en u rv gecko build identifi mozilla x linux i en u rv gecko ca instal calendar linux work reproduc step reproduc instal linux calendar instal start error messag url screen grab actual result http www dennisgdaniels com tiki index php page mozilla calendar instal expect result instal told fix error ,General,--,mikeypotter,ddaniels greg tobias mikeypotter reed ,FIXED,major
200673,SeaMonkey,offlin diskspac window misalign newsgroup set ,user ag mozilla window window nt en u rv a gecko build identifi mozilla window window nt en u rv a gecko line mail newsgroup set offlin diskspac unread reproduc step reproduc open mozilla mail go edit mail newsgroup account set newsgroup account click offlin diskspace actual result line keep unread messag complet readabl screenshot m modern theme ,MailNews: Message Display,--,sspitzer,bart.schelstraete bart.schelstraete bart.schelstraete ,FIXED,trivial
200983,SeaMonkey,forward messag content typ message rfc display ,user ag mozilla window window nt de at rv gecko build identifi mozilla window window nt de at rv gecko read mail forward messag content typ message rfc forward messag display mail icon mail attach display mail groupwis messag begin mail sun feb x uidl x mozilla statu x mozilla status receiv x x x x helo x d mx web d smtp web d exim id lrlu xx x de thu feb receiv x x x x x de interscan e mail viruswal nt thu feb receiv xde message serv x de novell groupwis thu feb message id x de x mailer novel groupwis date thu feb sebastian schubert x de x de subject wtrlt wichtig mime vers content typ message rfc sender x de begin inlin messag date fri feb wenk lehnert x de sebastian schubert x de subject wichtig mime vers content typ text plain charset us ascii content transfer encod quoted print content disposit inlin wichtig info http home germany net satire mietminderung htm end mail messag receiv subject wtrlt wichtig attach click read empti messag forward display reproduc step reproduc expect result inlin messag display attach ,MailNews: Message Display,--,sspitzer,seschu_mail2 seschu_mail2 ,FIXED,major
201368,Calendar,patch calendar throbber tooltip inconist ,user ag mozilla window window nt en u rv b gecko build identifi mozilla window window nt en u rv b gecko calendar home page navig app mozilla home page reproduc step reproduc ,General,--,mikeypotter,Lil46john Lil46john brant Lil46john brant charles.c.mak charles.c.mak charles.c.mak brant mostafah mostafah reed ,FIXED,trivial
201465,SeaMonkey,window junk mail wrong size ,user ag mozilla window winnt en u rv a gecko build identifi mozilla window winnt en u rv a gecko winnt sp a moz build window junk mail wrong size case system font button fall window window resiz reproduc step reproduc depend resulut font select window controlpanel display appear click questionmark button header junk mail actual result attach expect result properli size window ,MailNews: Message Display,--,Stefan.Borggraefe,lizal lizal mcow rich mcow hjtoi-bugzilla samir_bugzilla Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe neil Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe asa ,FIXED,trivial
201542,SeaMonkey,open e mail list window appear empti ,user ag mozilla window win en u rv gecko build identifi mozilla window win en u rv gecko version final open e mail list pane display doubl click window empti behavior open context menu open reproduc step reproduc doubl click messag messag list actual result window e mail toolbar singl white space expect result window e mail toolbar e mail header content display ea lower window window pane ,MailNews: Message Display,--,sspitzer,KajKandler KajKandler ,FIXED,major
201675,Calendar,export import calendar event shift time forward hour ,user ag mozilla x linux i en u rv gecko build identifi mozilla x linux i en u rv gecko export calendar event appear creat valid ic file date tim store utc format correctli shift time event pdt utc time event begin pdt ic file dtstart t z ic file import back calendar time shift utc pdt start time shift forward hour reproduc behavior linux windowsxp run mozilla recent calendar linux window xpi build reproduc step reproduc select calendar event tools export select item save ic file delet select item tools import file read previous save ic file actual result previou item time shift forward hour time correspond current utc time local time zone pacif daylight time expect result read event origin time ,General,--,mikeypotter,rogers mostafah reed ,FIXED,major
201834,Other Applications,combin edit search menu inspector ,inspector s edit search menu combin match rest mozilla phoenix ,DOM Inspector,--,nobody,jruderman ajvincent ajvincent ,FIXED,minor
201929,SeaMonkey,renam creat messag filter account central view ,user ag mozilla window window nt en u rv gecko build identifi mozilla window window nt en u rv gecko account central view visibl http www mozilla org mailnews specs offline images acctlev gif creat messag filter link open messag filter dialog edit filter exist click link name link edit messag filter simpli messag filter simpler clearer reproduc step reproduc ,MailNews: Message Display,--,stephen.donner,phil stephen.donner stephen.donner mozilla stephen.donner stephen.donner phil ,FIXED,trivial
202163,SeaMonkey,caret mode caret disappear find text fayt text mode ,brows caret mode initi find type find text caret disappear variat bug s window switch involv test witb comm bit turn caret brows mode hit f http bugzilla org mouseclick place caret left s hit manual start text mode fayt start enter non link text paragraph sy quot sy highlight hit arrow key move caret result highlight expect caret expect workaround hit arrow key eventu ll reach link text point caret reappear ,Find In Page,P5,ginn.chen,bugzilla ginn.chen ginn.chen yuanyi21 ,FIXED,minor
202492,SeaMonkey,whitespac alignment remov tab addressbook dtd file ,cavin r whitespac ve made basic align de tabbif addressbook dtd bug trivial ve tree ,MailNews: Address Book & Contacts,--,stephen.donner,stephend stephend cavin stephend stephend ,FIXED,trivial
